daily_sigma_l,4.8653

time,avg_draw_l
00:00,0.0000
00:30,0.0000
01:00,0.0000
01:30,0.0000
02:00,0.0000
02:30,2.3875
03:00,0.0000
03:30,0.0000
04:00,1.3708
04:30,0.0000
05:00,0.0000
05:30,1.8062
06:00,0.0000
06:30,0.0000
07:00,0.0000
07:30,0.0000
08:00,0.9000
08:30,0.0000
09:00,0.0000
09:30,0.8292
10:00,0.0000
10:30,0.0000
11:00,0.0000
11:30,0.0000
12:00,0.0000
12:30,0.0000
13:00,0.0000
13:30,0.0000
14:00,0.0000
14:30,0.7708
15:00,0.0000
15:30,0.0000
16:00,0.0000
16:30,0.0000
17:00,0.0000
17:30,0.0000
18:00,0.0000
18:30,0.0000
19:00,0.0000
19:30,0.0000
20:00,0.0000
20:30,0.0000
21:00,0.0000
21:30,0.0000
22:00,0.0000
22:30,0.0000
23:00,0.0000
23:30,0.0000
